"Stories","Informed","DNA","GM","NaturalSelection","PCR","UndDNA","UndGM","UndNaturalSelection","UndPCR","BeforePand_1","BeforePand_2","BeforePand_3","ViewChange1","ViewChange2","ViewChange3","Statements_1","Statements_2","Statements_3","Statements_4","Statements_5","Statements_6","Statements_7","Statements_8","Statements_9","Statements_10","Statements_11","Statements_12","AttGenetics","Optimism","SciRelationship","ThreeMonths1","ThreeMonths2","ThreeMonths3","ThreeMonths4","ThreeMonths5","ThreeMonths6","WhoTrust01","WhoTrust02","WhoTrust03","WhoTrust04","WhoTrust05","WhoTrust06","WhoTrust07","WhoTrust08","WhoTrust09","WhoTrust10","WhichTrust01","WhichTrust02","WhichTrust03","WhichTrust04","WhichTrust05","WhichTrust06","WhichTrust07","WhichTrust08","WhichTrust09","WhichTrust10","WhichTrust11","WhichTrust12","WhichTrust13","WhichTrust14","WhichTrust15","WhichTrust16","WhichTrust17","HeardGenes","ThoughtGenes","TheseDays","TrustSci","TrustGenet","TrustGeol","PandTrustSci","PandTrustGenet","PandTrustGeol","Pfiz","Glaxo","HadCov","CovVac","PV11_Mode","PV11_Weight","SF_Region_N","RS_Age_Exact","RS_Sex","RS_EthnicGroup","RS_Religiosity","RS_EnglishLanguage","RS_EducationLevel","RS_NSSEC_OperationalCat","RS_Twitter","RS_LinkedIn","RS_Smartphone","RS_PoliticalEngagement","RS_ClimateChange","SF_OAC","sci_self_under","gen_self_under","scigen_self_under","self_change_under","attitude_prior","attitude_change","sci_know","ThreeMonthExposure","Who2Trust","GeneConciousness","TrustScientists","ChangeTrustScientists","HadCov_recoded","CovVac_recoded","Age","education_level","religion"
4,3,3,2,1,2,0,0,0,1,0,-1,-1,0,-1,0,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,0.5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,1,1,0,0,0,NA,-1,"No","No, I would not get vaccinated","Online s/cquestionnaire",0.79439637976904,"E12000003 (Yorkshire & Humberside)",39,"Male","Any other White background","Not religious","English is a second language (at most)","Degree level qualification(s)","L13.3: Routine technical occupations","No","No","Yes","Not very closely","It is partly caused by natural processes and partly caused by human activity","Hard-Pressed European Settlers",0.875,0.5,0.5,0.25,-0.333333333333333,-0.333333333333333,0.8,0.2,0,0,0.5,0,0,0,39,2,0
4,3,3,3,3,1,0,0,0,0,1,1,-1,0,0,0,1,1,-1,1,1,1,0,1,-1,-1,-1,-1,0,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,1,1,0,0,0,1,NA,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.165786851762119,"E12000003 (Yorkshire & Humberside)",40,"Female","Indian","Religious (practising)","English is main language but not the only one","Degree level qualification(s)","L14: Never worked and long-term unemployed","No","Yes","Yes","Not very closely","It is mainly caused by human activity","Pakistani communities",0.875,0.625,0.625,0,0.166666666666667,0,0,0,0,0.4,0.666666666666667,0,1,1,40,2,2
3,3,3,3,2,1,0,0,0,0,1,0,-1,0,0,0,1,1,-1,0,0,1,0,0,0,-1,1,0,NA,-1,0.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,NA,"No","No, I would not get vaccinated","Online s/cquestionnaire",1.38062975470019,"E12000003 (Yorkshire & Humberside)",32,"Female","White British","Religious (not actively practising)","English is only language","No academic or vocational qualifications","L12.2: Semi-routine service occupations","No","No","Yes","Not very closely","It is mainly caused by human activity","Young hard-pressed families",0.75,0.5625,0.5625,0,0,0,0.2,0.4,0,0,0,0,0,0,32,0,1
4,3,4,4,4,2,0,0,0,0,0,0,-1,0,-1,-1,1,1,-1,1,1,1,1,0,1,0,1,0,0.5,0.5,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,4,3,0,2,1,2,0,0,0,0,NA,"Yes, my own suspicions","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",0.93238848083035,"E12000003 (Yorkshire & Humberside)",20,"Female","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications","L15: Full-time students","Yes","Yes","Yes","Fairly closely","It is entirely caused by human activity","Hard-Pressed European Settlers",0.875,0.875,0.875,0,-0.166666666666667,-0.666666666666667,0.5,0.6,0.2,0.7,0.833333333333333,0,1,1,20,1,1
3,2,2,3,3,1,0,0,0,0,0,-1,-1,0,-1,0,1,1,1,1,0,1,0,0,0,0,1,0,NA,1,0.5,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,-1,1,2,1,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.737335984231095,"E12000004 (East Midlands)",23,"Female","White British","Religious (practising)","English is only language","Degree level qualification(s)","L14: Never worked and long-term unemployed","Yes","Yes","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Social renting young families",0.625,0.5625,0.5625,0,-0.333333333333333,-0.333333333333333,0.6,0.4,0.0666666666666667,0.4,0.666666666666667,0,0,1,23,2,2
4,3,4,4,4,1,0,0,1,0,0,0,0,0,-1,0,1,1,1,0,0,0,0,0,-1,1,-1,0,0.5,0.5,0.5,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,1,2,-1,0,0,NA,0,"Yes, my own suspicions","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",0.681348748368346,"E12000004 (East Midlands)",33,"Female","White British","Not religious","English is only language","Non-degree level qualifications","L7.2: Intermediate sales and service occupations","No","Yes","Yes","Fairly closely","It is mainly caused by human activity","Social renting young families",0.875,0.8125,0.8125,0.25,0,-0.333333333333333,0.2,0.2,0,0.4,0.666666666666667,-0.166666666666667,1,1,33,1,0
4,3,4,3,3,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,NA,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.773289167956817,"E12000004 (East Midlands)",43,"Female","White British","Not religious","English is only language","Degree level qualification(s)","L8.1: Employers in small establishments in industry, commerce, services etc.","Yes","Yes","Yes","Not very closely","It is entirely caused by human activity","Migrant families",0.875,0.6875,0.6875,0,0.333333333333333,0,1,0.8,0.2,0.1,0.5,0,1,1,43,2,0
3,2,3,3,1,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,-1,-1,-1,-1,1,1,0,0.5,1,0.5,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-1,1,1,1,1,0,0,0,NA,"No","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",0.825616683664901,"E12000005 (West Midlands)",32,"Female","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications","L12.1: Semi-routine sales occupations","No","Yes","Yes","Not at all","It is partly caused by natural processes and partly caused by human activity","Hampered aspiration",0.625,0.5625,0.5625,0.25,0,0,0.3,0.2,0.133333333333333,0,0.5,0.166666666666667,0,1,32,1,1
4,3,3,3,2,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,-1,1,-1,1,0,0,NA,0.5,0.5,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,NA,1,"No","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",0.856280308580556,"E12000005 (West Midlands)",31,"Male","White British","Religious (not actively practising)","English is only language","Non-degree level qualifications","L4.2: Lower professional and higher technical occupations - ‘New’ employees","No","No","Yes","Fairly closely","It is mainly caused by human activity","Hampered aspiration",0.875,0.5625,0.5625,0.25,0.166666666666667,0,0.6,0.4,0.733333333333333,0.2,0.5,0,0,1,31,1,1
3,2,4,4,3,4,0,0,0,1,0,1,0,0,-1,0,1,1,1,0,0,0,1,0,-1,1,-1,0,NA,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,NA,NA,1,NA,"Yes, confirmed by a positive test","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.28673993927107,"E12000005 (West Midlands)",52,"Female","White British","Not religious","English is only language","Non-degree level qualifications","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","Yes","Yes","Fairly closely","It is mainly caused by human activity","Hard-pressed ethnic mix",0.625,0.9375,0.9375,0.25,0.166666666666667,-0.333333333333333,0.2,0.2,0,0.2,0,NA,1,1,52,1,0
4,3,2,2,2,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,-1,0,1,1,1,-1,0,0,0.5,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,2,2,2,1,0,0,-1,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.4925285253905,"E12000005 (West Midlands)",52,"Female","Indian","Not religious","English is main language but not the only one","Non-degree level qualifications","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","Yes","Yes","Very closely","It is entirely caused by human activity","Private renting new arrivals",0.875,0.5,0.5,0.25,0,0,0.5,0.8,0.133333333333333,0.4,1,0.166666666666667,0,1,52,1,0
4,3,4,4,4,4,1,1,1,1,-1,-2,0,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,-2,-2,2,-2,-1,0,NA,-2,"Yes, my own suspicions","No, I would not get vaccinated","Online s/cquestionnaire",0.536117817326146,"E12000006 (East of England)",51,"Male","White British","Not religious","English is only language","Non-degree level qualifications","L8.1: Employers in small establishments in industry, commerce, services etc.","Yes","Yes","Yes","Fairly closely","It is mainly caused by natural processes","Semi-detached ageing",0.875,1,1,1,-0.5,-0.666666666666667,1,1,0,0.8,-0.333333333333333,-0.5,1,0,51,1,0
4,4,4,3,4,4,0,0,0,0,0,-1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,NA,0,"Yes, confirmed by a positive test","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.443687211391121,"E12000007 (London)",29,"Female","White British","Religious (practising)","English is main language but not the only one","Degree level qualification(s)","L3.1: Higher professional occupations - ‘Traditional’ employees","Yes","No","Yes","Fairly closely","It is mainly caused by human activity","New EU tech workers",1,0.9375,0.9375,0,0,0,1,0.8,0.0666666666666667,0.1,0.5,0,1,1,29,2,2
3,3,4,4,4,3,0,0,0,1,1,-1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,1,-1,1,1,2,1,0,0,NA,-1,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.758181875862009,"E12000007 (London)",43,"Identify in another way","Mixed/Multiple ethnic groups","Not religious","English is main language but not the only one","Degree level qualification(s)","L6: Higher supervisory occupations","Yes","No","Yes","Fairly closely","It is entirely caused by human activity","Striving service workers",0.75,0.9375,0.9375,0.25,0.166666666666667,0,1,0.4,0.133333333333333,0.4,0.666666666666667,0.166666666666667,0,1,43,2,0
4,3,3,3,3,3,0,0,0,1,1,2,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,3,-1,2,2,2,1,0,0,NA,1,"Yes, confirmed by a positive test","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.91591379118424,"E12000007 (London)",32,"Male","Any other White background","Not religious","English is a second language (at most)","Degree level qualification(s)","L4.2: Lower professional and higher technical occupations - ‘New’ employees","No","Yes","Yes","Fairly closely","It is entirely caused by human activity","Striving service workers",0.875,0.75,0.75,0.25,0.333333333333333,0.333333333333333,1,0.8,0.133333333333333,0.6,1,0.166666666666667,1,1,32,2,0
4,2,4,4,2,4,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,1,0,1,1,1,1,1,1,1,1,0.5,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,3,0,0,2,1,1,1,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.928512022539521,"E12000007 (London)",57,"Male","White British","Not religious","English is main language but not the only one","Non-degree level qualifications","L7.2: Intermediate sales and service occupations","No","No","Yes","Fairly closely","It is entirely caused by human activity","Striving service workers",0.75,0.875,0.875,0,0,0,0.6,0.6,0.333333333333333,0.3,0.666666666666667,0.166666666666667,0,1,57,1,0
4,3,4,3,4,0,0,0,0,0,1,0,-1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0.5,0.5,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,1,2,2,0,0,0,0,NA,"No","Yes, but I am yet to be vaccinated","Telephone interview",1.54490798031927,"E12000007 (London)",23,"Female","Any other White background","Not religious","English is main language but not the only one","Degree level qualification(s)","L5: Lower managerial and administrative occupations","No","Yes","Yes","Not very closely","It is mainly caused by human activity","Multi-ethnic professional service workers",0.875,0.6875,0.6875,0,0,0,0.9,0.2,0.133333333333333,0.1,0.833333333333333,0,0,1,23,2,0
4,3,3,3,3,3,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0.5,0.5,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,NA,-1,"Yes, my own suspicions","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",1.42259315108635,"E12000007 (London)",27,"Male","White British","Not religious","English is only language","Degree level qualification(s)",NA,"No","Yes","Yes","Very closely","It is mainly caused by human activity","Old EU tech workers",0.875,0.75,0.75,0.25,0.333333333333333,0,0.9,0,0.6,0.1,0.5,0,1,1,27,2,0
3,2,2,3,2,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,-1,0,-1,-1,0,1,0.5,0.5,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,1,1,2,0,0,0,1,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.550462937561534,"E12000007 (London)",74,"Female","Any other White background","Not religious","English is a second language (at most)","Non-degree level qualifications","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","No","No","Yes","Not very closely","It is entirely caused by natural processes","Bangladeshi mixed employment",0.625,0.5,0.5,0,0.333333333333333,0.333333333333333,0.1,0.2,0.0666666666666667,0,0.666666666666667,0,0,1,74,1,0
3,4,4,4,4,3,0,0,0,1,1,1,-1,0,1,0,1,1,1,1,1,1,1,1,-1,0,1,1,1,0.5,0.5,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,-1,-1,1,1,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",2.07136282284091,"E12000007 (London)",29,"Male","White British","Religious (practising)","English is main language but not the only one","Degree level qualification(s)","L3.1: Higher professional occupations - ‘Traditional’ employees","No","No","Yes","Very closely","It is partly caused by natural processes and partly caused by human activity","Established renting families",0.875,0.9375,0.9375,0.25,0.166666666666667,0.333333333333333,0.7,0.4,0.2,0.2,0.166666666666667,0,0,1,29,2,2
4,2,2,2,2,1,0,0,0,1,0,0,-1,0,0,0,1,1,-1,1,1,1,-1,1,0,0,0,0,NA,0.5,0.5,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-2,1,0,0,0,0,0,NA,-2,"No","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",1.20167232135618,"E12000007 (London)",23,"Female","Arab","Religious (practising)","English is main language but not the only one","Degree level qualification(s)","L15: Full-time students","Yes","Yes","Yes","Fairly closely","It is mainly caused by human activity","Asian terraces and flats",0.75,0.4375,0.4375,0.25,-0.166666666666667,0,0.4,0.2,0.0666666666666667,0.2,0.166666666666667,0,0,1,23,2,2
NA,4,4,4,3,3,1,0,0,0,0,-1,-1,0,0,0,1,1,1,0,1,-1,1,1,0,-1,1,1,-1,-1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,-2,-1,-1,1,-2,-2,0,NA,-2,"Prefer not to answer","Prefer not to answer","Online s/cquestionnaire",1.26778056773009,"E12000008 (SE England)",50,"Male","White British","Not religious","English is only language","Non-degree level qualifications","L7.1: Intermediate clerical and administrative occupations","Yes","Yes","Yes","Not very closely","It is partly caused by natural processes and partly caused by human activity","Ageing industrious workers",NA,0.875,0.875,0.25,-0.333333333333333,0,0.4,0.4,0,0.9,-0.166666666666667,-0.666666666666667,NA,NA,50,1,0
3,2,3,3,1,0,0,0,0,0,0,0,-1,0,0,0,1,1,1,1,-1,1,1,1,-1,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,2,0,0,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.71364014767106,"E12000008 (SE England)",22,"Female","White British","Religious (practising)","English is only language","Degree level qualification(s)","L5: Lower managerial and administrative occupations","Yes","No","Yes","Not very closely","It is mainly caused by human activity","Multi-ethnic hardship",0.625,0.4375,0.4375,0,-0.166666666666667,0,0.5,0,0.4,0.2,0.333333333333333,0,0,1,22,2,2
3,3,4,4,4,0,0,0,0,0,-2,-2,0,0,0,1,1,-1,-1,1,1,1,-1,1,1,0,-1,0,-0.5,0.5,0.5,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,2,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.562225779932309,"E12000008 (SE England)",67,"Male","White British","Not religious","English is only language","Non-degree level qualifications","L9.1: Own account workers (non-professional)","No","No","No","Fairly closely","It is mainly caused by human activity","Young hard-pressed families",0.75,0.75,0.75,0,-0.666666666666667,0.333333333333333,0.2,0.2,0.0666666666666667,0,0.166666666666667,0,0,1,67,1,0
3,2,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,1,0,1,-1,1,1,-1,0,-0.5,0.5,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,-1,0,0,1,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.788516711860489,"E12000009 (SW England)",53,"Female","White British","Not religious","English is only language","Non-degree level qualifications","L7.2: Intermediate sales and service occupations","No","No","Yes","Not at all","It is mainly caused by human activity","Hard pressed rented terraces",0.625,0.625,0.625,0,0,0,0.6,0,0.2,0,0.166666666666667,0,0,1,53,1,0
4,3,4,3,1,0,0,0,0,0,0,-1,0,0,0,0,1,1,1,-1,-1,0,1,1,-1,1,1,1,0,1,0.5,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,0,0,NA,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.13873805881747,"E12000009 (SW England)",53,"Male","White British","Not religious","English is only language","Non-degree level qualifications","L13.3: Routine technical occupations","No","No","Yes","Not at all","It is entirely caused by human activity","Hard pressed rented terraces",0.875,0.5,0.5,0,-0.166666666666667,0,0.5,0,0.0666666666666667,0,0.666666666666667,0,0,1,53,1,0
4,3,3,3,4,3,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,NA,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,-1,2,2,2,0,0,0,0,NA,"Yes, my own suspicions","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",0.928381073557642,"E12000001 (NE England)",26,"Male","White British","Not religious","English is only language","Non-degree level qualifications","L7.2: Intermediate sales and service occupations","No","No","Yes","Fairly closely","It is partly caused by natural processes and partly caused by human activity","Constrained young families",0.875,0.8125,0.8125,0,0.5,0,0.6,0.6,0.133333333333333,0.6,1,0,1,1,26,1,0
4,4,4,4,4,3,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5,5,-1,2,2,2,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.299651118414359,"E12000001 (NE England)",40,"Male","White British","Not religious","English is main language but not the only one","Degree level qualification(s)","L3.1: Higher professional occupations - ‘Traditional’ employees","Yes","No","Yes","Fairly closely","It is entirely caused by human activity","Hard-pressed ethnic mix",1,0.9375,0.9375,0.25,0.166666666666667,0,1,1,0.0666666666666667,1,1,0,0,1,40,2,0
3,2,3,2,3,0,0,0,0,0,0,0,-1,0,0,1,1,1,0,0,-1,0,0,0,1,1,-1,-1,0,0.5,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,-2,1,1,1,NA,NA,0,NA,0,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.59978852888245,"E12000001 (NE England)",44,"Male","White British","Not religious","English is only language","No academic or vocational qualifications","L9.1: Own account workers (non-professional)","No","No","Yes","Not at all","It is partly caused by natural processes and partly caused by human activity","Ageing industrious workers",0.625,0.5,0.5,0,-0.166666666666667,0.333333333333333,0.2,0,0.0666666666666667,0,0.5,NA,1,1,44,0,0
2,3,2,2,2,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-1,1,0,0,0,0,1,0,NA,0.5,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",1.53633881695313,"E12000001 (NE England)",54,"Female","White British","Not religious","English is only language","Non-degree level qualifications","L12.1: Semi-routine sales occupations","Yes","No","Yes","Fairly closely","It is entirely caused by human activity","Young hard-pressed families",0.625,0.5625,0.5625,0.25,0,0,0.4,0.4,0,0,0,0,0,1,54,1,0
4,3,2,2,2,3,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1,1,1,1,0.5,0.5,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,1,0,1,1,1,1,1,1,NA,0,"Yes, my own suspicions","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.832688975693406,"E12000002 (NW England)",48,"Female","White British","Not religious","English is only language","Non-degree level qualifications","L12.6: Semi-routine clerical occupations","No","No","Yes","Fairly closely","It is mainly caused by human activity","Hard pressed rented terraces",0.875,0.5625,0.5625,0.25,0,0,0.8,0.8,0.266666666666667,0.4,0.5,0.5,1,1,48,1,0
3,3,3,3,3,1,0,0,0,1,1,-1,-1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0.5,0.5,0.5,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,3,3,-1,1,1,1,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.631943968058237,"E12000002 (NW England)",45,"Male","White British","Not religious","English is main language but not the only one","Non-degree level qualifications","L4.1: Lower professional and higher technical occupations - ‘Traditional’ employees","Yes","No","Yes","Very closely","It is mainly caused by human activity","Industrious transitions",0.75,0.625,0.625,0.25,-0.166666666666667,0.333333333333333,0.9,0.6,0.6,0.6,0.5,0,0,1,45,1,0
4,3,4,4,4,2,0,0,0,0,-1,-2,0,0,0,0,1,1,1,1,1,1,1,1,-1,0,1,1,0.5,-0.5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,-1,1,1,1,0,0,0,0,NA,"No","Yes, but I am yet to be vaccinated","Online s/cquestionnaire",0.700499749023382,"E12000002 (NW England)",35,"Male","Any other White background","Not religious","English is main language but not the only one","Non-degree level qualifications","L4.4: Lower professional and higher technical occupations - ‘New’ self-employed","No","No","Yes","Not very closely","It is mainly caused by human activity","Constrained young families",0.875,0.875,0.875,0,-0.5,0,0.7,1,0,1,0.5,0,0,1,35,1,0
3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,-1,0,1,1,0,0.5,0.5,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,NA,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.368783012022469,"E12000002 (NW England)",38,"Female","Chinese","Not religious","English is main language but not the only one","Degree level qualification(s)","L4.2: Lower professional and higher technical occupations - ‘New’ employees","No","No","Yes","Very closely","It is mainly caused by human activity","Hard-pressed ethnic mix",0.625,0.375,0.375,0,0,0,0.7,0,0.266666666666667,0.2,0.5,0,0,1,38,2,0
4,4,4,3,3,0,0,0,0,0,1,1,1,0,0,0,1,1,-1,1,1,1,1,1,1,-1,-1,1,0.5,0.5,0.5,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-2,2,0,0,0,0,NA,0,"No","Yes, and I have already been vaccinated","Online s/cquestionnaire",0.420712193723299,"E12000002 (NW England)",66,"Female","White British","Religious (practising)","English is only language","Non-degree level qualifications","L7.1: Intermediate clerical and administrative occupations","No","No","Yes","Fairly closely","It is mainly caused by human activity","Multi-ethnic hardship",1,0.625,0.625,0,0.5,0,0.4,0.4,0,0.2,0,0,0,1,66,1,2
